"ozone","temp","invHt","press","vis","milPress","hum","invTemp","wind"
2,0.220588235294118,1,0.806818181818182,0.228571428571429,0.365079365079365,0.743243243243243,0.196078431372549,0.909090909090909
3,0.0735294117647059,1,0.642045454545455,0.857142857142857,0.238095238095238,0.364864864864865,0.0280112044817927,0.636363636363636
3,0,1,0.613636363636364,0.571428571428571,0,0.351351351351351,0,1
4,0.220588235294118,1,0.323863636363636,0.4,0.333333333333333,0.324324324324324,0.0952380952380952,0.272727272727273
6,0.294117647058824,1,0.380681818181818,0.4,0.444444444444444,0.027027027027027,0.179271708683473,0.272727272727273
7,0.382352941176471,1,0.5625,0.4,0.53968253968254,0.513513513513513,0.226890756302521,0.636363636363636
7,0.338235294117647,0.715279198200041,0.528409090909091,0.285714285714286,0.412698412698413,0.310810810810811,0.184873949579832,0.454545454545455
6,0.294117647058824,1,0.607954545454545,0.4,0.301587301587302,0.418918918918919,0.0840336134453781,0.454545454545455
3,0.323529411764706,1,0.710227272727273,0.571428571428571,0.333333333333333,0.567567567567568,0.126050420168067,0.454545454545455
2,0.264705882352941,1,0.767045454545455,0.342857142857143,0.476190476190476,0.567567567567568,0.106442577030812,0.818181818181818
8,0.352941176470588,0.102679484557169,0.238636363636364,0.857142857142857,0.587301587301587,0.554054054054054,0.50140056022409,0
12,0.455882352941176,0.0456125997136429,0.340909090909091,0.857142857142857,0.698412698412698,0.162162162162162,0.574229691876751,0.363636363636364
12,0.411764705882353,0.0932706074861935,0.465909090909091,0.428571428571429,0.666666666666667,0.635135135135135,0.535014005602241,0.272727272727273
16,0.529411764705882,0.0771118838208222,0.278409090909091,0.00571428571428571,0.73015873015873,0.459459459459459,0.582633053221288,0.454545454545455
9,0.558823529411765,0.0859071384741256,0.306818181818182,0.142857142857143,0.746031746031746,0.310810810810811,0.677871148459384,0.181818181818182
24,0.661764705882353,0.0812026999386378,0.431818181818182,0.2,0.698412698412698,0.554054054054054,0.607843137254902,0.272727272727273
13,0.470588235294118,0.298629576600532,0.778409090909091,0.0485714285714286,0.603174603174603,0.851351351351351,0.448179271708683,0.363636363636364
8,0.147058823529412,0.124769891593373,0.551136363636364,0.4,0.571428571428571,0.513513513513513,0.434173669467787,0.363636363636364
10,0.397058823529412,0.0805890775209654,0.113636363636364,0.4,0.634920634920635,0.027027027027027,0.619047619047619,0.454545454545455
8,0.5,0.0544078543669462,0.238636363636364,0.857142857142857,0.634920634920635,0,0.711484593837535,0.454545454545455
9,0.617647058823529,0.0677030067498466,0.340909090909091,0.571428571428571,0.650793650793651,0.175675675675676,0.750700280112045,0.363636363636364
10,0.470588235294118,0.161791777459603,0.698863636363636,0.714285714285714,0.619047619047619,0.783783783783784,0.512605042016807,0.454545454545455
14,0.25,0.259766823481284,0.414772727272727,0.171428571428571,0.634920634920635,0.702702702702703,0.448179271708683,0.363636363636364
9,0.441176470588235,1,0.301136363636364,0.285714285714286,0.619047619047619,0,0.350140056022409,0.272727272727273
11,0.220588235294118,1,0.607954545454545,0.428571428571429,0.444444444444444,0.351351351351351,0.302521008403361,0.545454545454545
7,0.205882352941176,0.243608099815913,0.619318181818182,0.428571428571429,0.492063492063492,0.337837837837838,0.392156862745098,0.363636363636364
9,0.470588235294118,0.241562691757006,0.363636363636364,0.571428571428571,0.587301587301587,0.689189189189189,0.406162464985994,0.636363636363636
12,0.485294117647059,1,0.3125,0.285714285714286,0.650793650793651,0.351351351351351,0.392156862745098,0.545454545454545
12,0.544117647058823,0.0738392309265699,0.585227272727273,0.857142857142857,0.619047619047619,0.364864864864865,0.551820728291316,0.272727272727273
8,0.382352941176471,0.264471262016772,0.630681818181818,0.342857142857143,0.46031746031746,0.418918918918919,0.420168067226891,0.545454545454545
9,0.529411764705882,0.170382491307016,0.590909090909091,0.285714285714286,0.571428571428571,0.675675675675676,0.439775910364146,0.454545454545455
5,0.132352941176471,1,0.818181818181818,0.571428571428571,0.476190476190476,0.648648648648649,0.120448179271709,0.545454545454545
4,0.147058823529412,1,0.625,0.571428571428571,0.158730158730159,0.675675675675676,0.0532212885154062,0.636363636363636
4,0.147058823529412,1,0.744318181818182,0.571428571428571,0.349206349206349,0.472972972972973,0.0924369747899159,0.454545454545455
9,0.338235294117647,1,0.642045454545455,0.857142857142857,0.428571428571429,0.432432432432432,0.226890756302521,0.545454545454545
13,0.5,0.389241153610145,0.568181818181818,0.857142857142857,0.587301587301587,0.594594594594595,0.403361344537815,0.545454545454545
5,0.235294117647059,1,0.710227272727273,0.714285714285714,0.365079365079365,0.594594594594595,0.151260504201681,0.636363636363636
10,0.485294117647059,1,0.545454545454545,0.342857142857143,0.476190476190476,0.513513513513513,0.313725490196078,0.636363636363636
10,0.382352941176471,0.0844753528328902,0.715909090909091,0.4,0.492063492063492,0.567567567567568,0.42296918767507,0.545454545454545
7,0.308823529411765,1,0.704545454545455,0.571428571428571,0.412698412698413,0.797297297297297,0.170868347338936,0.636363636363636
5,0.220588235294118,1,0.727272727272727,0.4,0.380952380952381,0.621621621621622,0.120448179271709,0.363636363636364
4,0.147058823529412,1,0.528409090909091,0.228571428571429,0.19047619047619,0.337837837837838,0.0784313725490196,0.454545454545455
7,0.308823529411765,0.486602577214154,0.556818181818182,0.857142857142857,0.253968253968254,0.432432432432432,0.310924369747899,0.636363636363636
3,0.205882352941176,1,1,0.285714285714286,0.476190476190476,0.72972972972973,0.0588235294117647,0.454545454545455
4,0.102941176470588,1,0.596590909090909,0.857142857142857,0.206349206349206,0.216216216216216,0.0924369747899159,1
7,0.323529411764706,1,0.551136363636364,0.571428571428571,0.53968253968254,0.216216216216216,0.184873949579832,0.545454545454545
11,0.367647058823529,0.211290652485171,0.5625,0.342857142857143,0.571428571428571,0.567567567567568,0.406162464985994,0.545454545454545
15,0.588235294117647,0.089179791368378,0.397727272727273,0.285714285714286,0.698412698412698,0.418918918918919,0.61344537815126,0.363636363636364
22,0.602941176470588,0.0617713233790141,0.448863636363636,0.342857142857143,0.746031746031746,0.513513513513513,0.65546218487395,0.363636363636364
17,0.647058823529412,0.102065862139497,0.653409090909091,0.171428571428571,0.634920634920635,0.662162162162162,0.563025210084034,0.454545454545455
7,0.5,0.721415422376764,0.852272727272727,0.342857142857143,0.53968253968254,0.527027027027027,0.369747899159664,0.545454545454545
10,0.573529411764706,0.764368991613827,0.647727272727273,0.285714285714286,0.619047619047619,0.621621621621622,0.456582633053221,0.454545454545455
19,0.632352941176471,0.27981182245858,0.619318181818182,0.285714285714286,0.73015873015873,0.797297297297297,0.630252100840336,0.636363636363636
18,0.352941176470588,0.203927183473103,0.704545454545455,0.0771428571428571,0.682539682539683,0.72972972972973,0.591036414565826,0.636363636363636
12,0.397058823529412,0.155041930865208,0.392045454545455,0.114285714285714,0.603174603174603,0.297297297297297,0.476190476190476,0.454545454545455
6,0.455882352941176,1,0.636363636363636,0.4,0.476190476190476,0.378378378378378,0.168067226890756,0.818181818181818
9,0.441176470588235,1,0.670454545454545,0.428571428571429,0.523809523809524,0.364864864864865,0.162464985994398,0.545454545454545
19,0.602941176470588,0.212108815708734,0.568181818181818,0.285714285714286,0.650793650793651,0.567567567567568,0.518207282913165,0.454545454545455
21,0.720588235294118,0.152382900388628,0.414772727272727,0.285714285714286,0.777777777777778,0.486486486486487,0.745098039215686,0.363636363636364
29,0.75,0.14236040089998,0.482954545454545,0.342857142857143,0.746031746031746,0.554054054054054,0.708683473389356,0.363636363636364
16,0.661764705882353,0.394559214563305,0.653409090909091,0.428571428571429,0.666666666666667,0.797297297297297,0.560224089635854,0.727272727272727
11,0.617647058823529,0.0415217835958274,0.732954545454545,0.342857142857143,0.587301587301587,0.702702702702703,0.490196078431373,0.363636363636364
2,0.235294117647059,1,0.818181818181818,0.342857142857143,0.571428571428571,0.783783783783784,0.207282913165266,0.545454545454545
12,0.529411764705882,0.265698506852117,0.505681818181818,0.4,0.523809523809524,0.635135135135135,0.431372549019608,0.727272727272727
16,0.632352941176471,0.050930660666803,0.522727272727273,0.342857142857143,0.650793650793651,0.743243243243243,0.543417366946779,0.545454545454545
22,0.647058823529412,0.298015954182859,0.573863636363636,0.2,0.650793650793651,0.797297297297297,0.624649859943978,0.272727272727273
20,0.720588235294118,0.219472284720802,0.619318181818182,0.228571428571429,0.698412698412698,0.797297297297297,0.641456582633053,0.636363636363636
27,0.720588235294118,0.16097361423604,0.528409090909091,0.2,0.80952380952381,0.756756756756757,0.714285714285714,0.545454545454545
33,0.808823529411765,0.0664757619145019,0.392045454545455,0.114285714285714,0.888888888888889,0.824324324324324,0.915966386554622,0.272727272727273
25,0.867647058823529,0.135610554305584,0.426136363636364,0.0571428571428571,0.904761904761905,0.932432432432432,0.910364145658263,0.545454545454545
31,0.779411764705882,0.218858662303129,0.676136363636364,0.0485714285714286,0.841269841269841,0.77027027027027,0.815126050420168,0.363636363636364
18,0.808823529411765,0.384536715074657,0.659090909090909,0.114285714285714,0.793650793650794,0.594594594594595,0.65546218487395,0.545454545454545
24,0.75,0.303947637553692,0.710227272727273,0.142857142857143,0.761904761904762,0.797297297297297,0.630252100840336,0.636363636363636
16,0.720588235294118,0.219472284720802,0.6875,0.2,0.666666666666667,0.743243243243243,0.65266106442577,0.272727272727273
12,0.602941176470588,0.591941092247903,0.721590909090909,0.228571428571429,0.619047619047619,0.594594594594595,0.492997198879552,0.636363636363636
9,0.602941176470588,0.566373491511557,0.693181818181818,0.342857142857143,0.634920634920635,0.581081081081081,0.464985994397759,0.727272727272727
16,0.647058823529412,0.411945183064021,0.755681818181818,0.285714285714286,0.666666666666667,0.459459459459459,0.490196078431373,0.454545454545455
8,0.544117647058823,0.738187768459808,0.8125,0.342857142857143,0.587301587301587,0.581081081081081,0.364145658263305,0.818181818181818
9,0.617647058823529,0.864389445694416,0.767045454545455,0.571428571428571,0.650793650793651,0.702702702702703,0.495798319327731,0.454545454545455
29,0.808823529411765,0.397218245039885,0.568181818181818,0.342857142857143,0.73015873015873,0.662162162162162,0.705882352941176,0.272727272727273
20,0.75,0.377786868480262,0.789772727272727,0.114285714285714,0.746031746031746,0.810810810810811,0.669467787114846,0.636363636363636
5,0.588235294117647,0.722642667212109,0.880681818181818,0.2,0.682539682539683,0.77027027027027,0.495798319327731,0.272727272727273
5,0.588235294117647,0.257107793004704,0.818181818181818,0.285714285714286,0.571428571428571,0.702702702702703,0.481792717086835,0.545454545454545
11,0.558823529411765,0.701165882593577,0.806818181818182,0.342857142857143,0.634920634920635,0.635135135135135,0.406162464985994,0.272727272727273
12,0.544117647058823,0.546942114951933,0.670454545454545,0.285714285714286,0.714285714285714,0.837837837837838,0.557422969187675,0.363636363636364
19,0.632352941176471,0.178564123542647,0.539772727272727,0.342857142857143,0.761904761904762,0.716216216216216,0.649859943977591,0.363636363636364
17,0.632352941176471,0.346287584373082,0.710227272727273,0.2,0.73015873015873,0.986486486486487,0.630252100840336,0.727272727272727
19,0.647058823529412,0.638780936796891,0.829545454545455,0.228571428571429,0.666666666666667,0.702702702702703,0.549019607843137,0.545454545454545
16,0.602941176470588,0.681120883616281,0.772727272727273,0.285714285714286,0.650793650793651,0.608108108108108,0.521008403361344,0.545454545454545
14,0.661764705882353,0.300061362241767,0.738636363636364,0.285714285714286,0.698412698412698,0.662162162162162,0.518207282913165,0.545454545454545
10,0.661764705882353,0.355696461444058,0.823863636363636,0.342857142857143,0.714285714285714,0.540540540540541,0.518207282913165,0.636363636363636
9,0.573529411764706,0.5831458375946,0.846590909090909,0.342857142857143,0.587301587301587,0.648648648648649,0.495798319327731,0.727272727272727
7,0.529411764705882,0.523419922274494,0.698863636363636,0.342857142857143,0.523809523809524,0.635135135135135,0.434173669467787,0.545454545454545
5,0.397058823529412,1,0.823863636363636,0.428571428571429,0.46031746031746,0.567567567567568,0.226890756302521,0.272727272727273
2,0.338235294117647,1,0.715909090909091,0.4,0.396825396825397,0.837837837837838,0.207282913165266,0.818181818181818
12,0.5,1,0.653409090909091,0.4,0.587301587301587,0.594594594594595,0.369747899159664,0.454545454545455
22,0.617647058823529,0.179177745960319,0.551136363636364,0.4,0.698412698412698,0.527027027027027,0.565826330532213,0.272727272727273
17,0.602941176470588,0.212108815708734,0.636363636363636,0.4,0.777777777777778,0.662162162162162,0.61344537815126,0.454545454545455
26,0.720588235294118,0.16097361423604,0.255681818181818,0.171428571428571,0.80952380952381,0.702702702702703,0.784313725490196,0.363636363636364
27,0.852941176470588,0.136224176723256,0.386363636363636,0.0857142857142857,0.888888888888889,0.648648648648649,0.857142857142857,0.545454545454545
14,0.779411764705882,0.238903661280425,0.818181818181818,0.0485714285714286,0.857142857142857,0.608108108108108,0.686274509803921,0.272727272727273
11,0.735294117647059,0.191245653507875,0.784090909090909,0.228571428571429,0.80952380952381,0.608108108108108,0.641456582633053,0.545454545454545
23,0.867647058823529,0.215995091020659,0.676136363636364,0.171428571428571,0.873015873015873,0.675675675675676,0.72829131652661,0.363636363636364
26,0.823529411764706,0.179177745960319,0.647727272727273,0.285714285714286,0.857142857142857,0.783783783783784,0.750700280112045,0.272727272727273
21,0.794117647058823,0.211290652485171,0.715909090909091,0.342857142857143,0.761904761904762,0.567567567567568,0.680672268907563,0.272727272727273
15,0.794117647058823,0.177132337901411,0.732954545454545,0.428571428571429,0.761904761904762,0.675675675675676,0.672268907563025,0.363636363636364
20,0.588235294117647,0.134792391082021,0.539772727272727,0.342857142857143,0.714285714285714,0.608108108108108,0.747899159663866,0.454545454545455
15,0.823529411764706,0.105952137451422,0.329545454545455,0.4,0.857142857142857,0.189189189189189,0.915966386554622,0.363636363636364
18,0.867647058823529,0.0462262221313152,0.3125,0.4,0.873015873015873,0.256756756756757,0.969187675070028,0.636363636363636
26,0.852941176470588,0.0979750460216813,0.539772727272727,0.342857142857143,0.873015873015873,0.472972972972973,0.896358543417367,0.363636363636364
19,0.955882352941177,0.059112292902434,0.5,0.342857142857143,0.857142857142857,0.27027027027027,0.868347338935574,0.545454545454545
13,0.955882352941177,0.0959296379627736,0.443181818181818,0.228571428571429,0.888888888888889,0.324324324324324,0.929971988795518,0.454545454545455
30,1,0.109429331151565,0.534090909090909,0.4,0.873015873015873,0.486486486486487,0.96078431372549,0.636363636363636
26,0.926470588235294,0.146246676211904,0.625,0.4,0.857142857142857,0.783783783783784,0.88515406162465,0.363636363636364
15,0.691176470588235,0.145633053794232,0.6875,0.428571428571429,0.80952380952381,0.594594594594595,0.73109243697479,0.454545454545455
16,0.691176470588235,0.410104315811004,0.659090909090909,0.342857142857143,0.793650793650794,0.621621621621622,0.666666666666667,0.454545454545455
16,0.661764705882353,0.585191245653508,0.6875,0.342857142857143,0.793650793650794,0.608108108108108,0.574229691876751,0.727272727272727
19,0.779411764705882,0.540192268357537,0.625,0.4,0.857142857142857,0.662162162162162,0.661064425770308,0.545454545454545
23,0.911764705882353,0.258948660257721,0.602272727272727,0.285714285714286,0.873015873015873,0.77027027027027,0.792717086834734,0.272727272727273
28,0.970588235294118,0.281243608099816,0.579545454545455,0.142857142857143,0.904761904761905,0.702702702702703,0.815126050420168,0.545454545454545
34,0.911764705882353,0.179791368377991,0.517045454545455,0.114285714285714,0.920634920634921,0.905405405405405,0.896358543417367,0.545454545454545
33,0.970588235294118,0.0812026999386378,0.556818181818182,0.285714285714286,0.904761904761905,0.621621621621622,0.899159663865546,0.454545454545455
24,0.926470588235294,0.223563100838617,0.710227272727273,0.285714285714286,0.936507936507937,0.72972972972973,0.815126050420168,0.363636363636364
17,0.852941176470588,0.471057475966455,0.75,0.171428571428571,0.920634920634921,0.675675675675676,0.761904761904762,0.454545454545455
10,0.779411764705882,0.465125792595623,0.772727272727273,0.142857142857143,0.857142857142857,0.608108108108108,0.666666666666667,0.272727272727273
14,0.794117647058823,0.453057885048067,0.755681818181818,0.2,0.80952380952381,0.594594594594595,0.680672268907563,0.272727272727273
13,0.764705882352941,0.670484761709961,0.710227272727273,0.228571428571429,0.841269841269841,0.716216216216216,0.641456582633053,0.818181818181818
17,0.823529411764706,0.553691961546328,0.721590909090909,0.228571428571429,0.80952380952381,0.851351351351351,0.689075630252101,0.545454545454545
22,0.75,0.46696665984864,0.698863636363636,0.257142857142857,0.777777777777778,0.675675675675676,0.65546218487395,0.727272727272727
19,0.779411764705882,0.538965023522193,0.738636363636364,0.342857142857143,0.80952380952381,0.743243243243243,0.65266106442577,0.363636363636364
20,0.735294117647059,0.487216199631827,0.704545454545455,0.342857142857143,0.80952380952381,0.675675675675676,0.700280112044818,0.454545454545455
25,0.838235294117647,0.289834321947228,0.630681818181818,0.285714285714286,0.825396825396825,0.716216216216216,0.722689075630252,0.636363636363636
28,0.867647058823529,0,0.619318181818182,0.171428571428571,0.873015873015873,0.72972972972973,0.787114845938375,0.545454545454545
29,0.897058823529412,0.365718960932706,0.647727272727273,0.114285714285714,0.873015873015873,0.959459459459459,0.761904761904762,0.363636363636364
23,0.808823529411765,0.240949069339333,0.573863636363636,0.114285714285714,0.857142857142857,0.824324324324324,0.742296918767507,0.272727272727273
26,0.808823529411765,0.178564123542647,0.590909090909091,0.2,0.920634920634921,0.72972972972973,0.798319327731092,0.272727272727273
14,0.867647058823529,0.148292084270812,0.551136363636364,0.228571428571429,0.904761904761905,0.702702702702703,0.840336134453781,0.363636363636364
13,0.867647058823529,0.146246676211904,0.545454545454545,0.228571428571429,0.888888888888889,0.797297297297297,0.80672268907563,0.363636363636364
26,0.823529411764706,0.203313561055431,0.613636363636364,0.228571428571429,0.904761904761905,0.824324324324324,0.725490196078431,0.545454545454545
22,0.882352941176471,0.186541214972387,0.653409090909091,0.228571428571429,0.873015873015873,0.743243243243243,0.773109243697479,0.727272727272727
14,0.705882352941177,0.581918592759256,0.653409090909091,0.342857142857143,0.793650793650794,0.594594594594595,0.619047619047619,0.545454545454545
13,0.691176470588235,0.58846389854776,0.710227272727273,0.428571428571429,0.73015873015873,0.513513513513513,0.593837535014005,0.545454545454545
9,0.632352941176471,0.85498056862344,0.732954545454545,0.571428571428571,0.714285714285714,0.486486486486487,0.540616246498599,0.272727272727273
12,0.588235294117647,0.658416854162405,0.727272727272727,0.428571428571429,0.746031746031746,0.621621621621622,0.484593837535014,0.363636363636364
14,0.794117647058823,0.22949478420945,0.5625,0.285714285714286,0.825396825396825,0.621621621621622,0.669467787114846,0.636363636363636
24,0.823529411764706,0.195950092043363,0.551136363636364,0.228571428571429,0.936507936507937,0.716216216216216,0.72829131652661,0.454545454545455
19,0.808823529411765,0.178564123542647,0.715909090909091,0.2,0.904761904761905,0.810810810810811,0.714285714285714,0.454545454545455
16,0.75,0.315401922683575,0.795454545454545,0.171428571428571,0.873015873015873,0.581081081081081,0.641456582633053,0.545454545454545
7,0.5,0.781141337696871,0.778409090909091,0.428571428571429,0.73015873015873,0.621621621621622,0.492997198879552,0.636363636363636
2,0.441176470588235,1,0.806818181818182,0.571428571428571,0.650793650793651,0.783783783783784,0.375350140056022,0.454545454545455
4,0.602941176470588,1,0.647727272727273,0.571428571428571,0.73015873015873,0.689189189189189,0.369747899159664,0.636363636363636
6,0.573529411764706,0.838821844958069,0.653409090909091,0.571428571428571,0.682539682539683,0.527027027027027,0.456582633053221,0.636363636363636
12,0.544117647058823,1,0.6875,0.714285714285714,0.698412698412698,0.527027027027027,0.34733893557423,0.454545454545455
9,0.617647058823529,1,0.568181818181818,0.857142857142857,0.650793650793651,0.716216216216216,0.464985994397759,0.636363636363636
15,0.720588235294118,0.293311515647372,0.636363636363636,0.2,0.650793650793651,0.783783783783784,0.593837535014005,0.454545454545455
17,0.720588235294118,0.180609531601555,0.642045454545455,0.857142857142857,0.746031746031746,0.513513513513513,0.65546218487395,0.363636363636364
13,0.661764705882353,0.207404377173246,0.704545454545455,0.428571428571429,0.682539682539683,0.648648648648649,0.630252100840336,0.272727272727273
20,0.764705882352941,0.107383923092657,0.482954545454545,0.857142857142857,0.888888888888889,0.72972972972973,0.722689075630252,0.272727272727273
22,0.852941176470588,0.130292493352424,0.573863636363636,0.0857142857142857,0.904761904761905,0.689189189189189,0.7703081232493,0.636363636363636
24,0.823529411764706,0.11883820822254,0.642045454545455,0.285714285714286,0.888888888888889,0.72972972972973,0.781512605042017,0.363636363636364
26,0.705882352941177,0.14236040089998,0.613636363636364,0.285714285714286,0.873015873015873,0.72972972972973,0.798319327731092,0.636363636363636
32,0.911764705882353,0.155041930865208,0.5,0.0485714285714286,0.920634920634921,0.702702702702703,0.801120448179272,0.545454545454545
33,0.941176470588235,0.140928615258744,0.528409090909091,0.0571428571428571,0.952380952380952,0.783783783783784,0.904761904761905,0.363636363636364
27,0.985294117647059,0.0576805072611986,0.426136363636364,0.0114285714285714,0.968253968253968,0.662162162162162,1,0.272727272727273
38,0.985294117647059,0.0912251994272857,0.392045454545455,0.2,1,0.581081081081081,0.983193277310924,0.454545454545455
23,1,0.104111270198405,0.545454545454545,0.0857142857142857,1,0.567567567567568,0.904761904761905,0.727272727272727
19,1,0.264471262016772,0.579545454545455,0.2,0.920634920634921,0.702702702702703,0.890756302521008,0.454545454545455
